"sex" "age" "educ" "country" "self" "vign1" "vign2" "vign3" "vign4" "vign5" "vign6"
"40377" 1 NA 5 "Eastasia" 3 1 2 2 4 4 5
"123097" 0 89 3 "Eastasia" 4 2 1 2 5 4 5
"141856" 1 22 3 "Eastasia" 4 2 3 3 5 4 5
"48466" 1 57 5 "Eastasia" 4 2 2 3 5 4 5
"142946" 1 41 3 "Eastasia" 4 2 2 3 3 4 5
"102538" 1 39 2 "Eastasia" 4 3 2 3 3 5 5
"99447" 0 32 3 "Eastasia" 4 1 1 3 5 4 5
"98810" 0 27 3 "Eastasia" 4 2 1 3 5 4 5
"13794" 0 23 3 "Eastasia" 4 1 2 3 4 3 5
"170021" 0 34 4 "Eastasia" 4 3 4 3 3 3 5
"75601" 1 18 3 "Oceania" 4 3 2 3 4 4 5
"19310" 1 24 2 "Eastasia" 4 2 2 3 4 4 5
"165500" 0 85 2 "Eastasia" 4 2 1 2 4 2 5
"162608" 0 39 4 "Eastasia" 4 3 4 3 4 3 5
"52792" 1 64 4 "Eastasia" 4 2 2 3 3 3 5
"167888" 0 25 4 "Eastasia" 4 2 1 3 4 5 5
"43905" 1 26 6 "Oceania" 2 1 1 1 1 2 3
"169505" 0 27 3 "Eastasia" 4 2 1 3 3 3 5
"167474" 1 32 6 "Eastasia" 4 1 1 3 4 4 5
"95613" 1 18 1 "Eastasia" 4 3 5 3 4 4 5
"47401" 1 51 5 "Eastasia" 4 2 2 3 5 4 5
"46954" 0 41 6 "Eastasia" 4 3 3 3 3 5 5
"52556" 1 41 5 "Eastasia" 4 1 1 3 5 4 5
"159591" 1 30 1 "Eastasia" 4 3 3 3 5 3 5
"98238" 1 62 1 "Eastasia" 4 2 2 3 4 4 5
"165247" 1 18 3 "Eastasia" 4 2 2 3 3 4 5
"125279" 1 18 5 "Eastasia" 4 1 1 1 3 4 5
"105937" 1 31 2 "Eastasia" 4 1 1 3 5 3 5
"111809" 1 27 2 "Eastasia" 3 1 4 1 2 4 4
"19990" 0 19 2 "Eastasia" 3 2 3 2 4 3 5
"102664" 0 25 3 "Eastasia" 4 1 2 3 4 3 5
"102857" 1 33 2 "Eastasia" 4 1 2 3 5 3 5
"159321" 1 19 1 "Eastasia" 4 3 4 2 2 5 5
"13413" 1 69 4 "Eastasia" 4 3 3 3 3 4 5
"3125" 1 26 4 "Oceania" 4 1 1 3 4 4 5
"50642" 1 56 5 "Eastasia" 4 2 1 3 3 4 5
"51769" 1 37 6 "Eastasia" 4 1 1 3 4 5 5
"131722" 1 19 5 "Eastasia" 2 1 5 1 3 5 3
"141403" 1 41 3 "Eastasia" 4 2 2 3 4 4 5
"46970" 0 30 6 "Eastasia" 4 2 3 3 4 4 5
"166955" 1 25 6 "Eastasia" 3 2 1 2 3 3 5
"167562" 0 28 5 "Eastasia" 4 1 1 3 5 4 5
"45076" 1 35 5 "Eastasia" 4 2 1 3 4 4 5
"149443" 1 63 3 "Eastasia" 4 3 3 3 4 3 5
"74569" 0 25 1 "Oceania" 4 2 3 3 5 4 5
"125666" 1 46 1 "Eastasia" 4 1 1 3 4 4 5
"110608" 0 25 5 "Eurasia" 4 3 2 3 4 4 5
"131738" 0 30 5 "Eastasia" 4 2 1 3 3 4 5
"65826" 0 20 1 "Eastasia" 3 1 2 2 3 5 4
"121963" 0 40 2 "Eastasia" 3 1 1 2 4 4 5
"21883" 0 26 3 "Oceania" 4 1 1 3 4 4 5
"115042" 0 25 3 "Eastasia" 3 2 4 2 4 5 4
"135080" 1 29 1 "Eastasia" 4 2 1 3 5 4 5
"40220" 1 44 5 "Eastasia" 4 2 1 3 5 4 5
"67044" 0 24 2 "Eastasia" 4 3 3 3 5 5 5
"49829" 1 78 3 "Eastasia" 4 2 1 2 4 3 5
"133595" 1 53 5 "Eastasia" 4 3 2 3 3 4 5
"148393" 0 41 6 "Eastasia" 4 3 4 3 5 5 5
"14919" 1 37 6 "Eastasia" 3 1 1 2 3 3 5
"80992" 0 37 2 "Eastasia" 4 2 1 3 4 4 5
"138497" 1 25 1 "Eastasia" 4 2 1 3 4 4 5
"167100" 1 33 3 "Eastasia" 4 2 2 3 3 4 5
"101207" 1 31 2 "Eastasia" 4 3 1 3 5 5 5
"101936" 1 35 3 "Eastasia" 4 2 1 3 5 3 5
"81333" 1 60 1 "Eastasia" 4 2 2 3 4 4 5
"153641" 0 65 2 "Eastasia" 4 3 2 3 4 4 5
"121544" 0 47 2 "Eastasia" 4 2 2 3 4 2 5
"166893" 1 43 4 "Eastasia" 4 3 4 3 5 4 5
"13368" 0 36 4 "Eastasia" 4 1 2 3 4 3 5
"46678" 1 30 5 "Eastasia" 4 2 3 3 5 4 5
"42020" 1 49 5 "Oceania" 3 1 1 2 3 4 5
"100298" 0 44 6 "Eastasia" 4 3 1 3 5 4 5
"133305" 1 22 6 "Eastasia" 4 1 2 3 3 4 5
"12819" 0 70 1 "Eastasia" 4 3 1 3 5 4 5
"44900" 0 45 7 "Eastasia" 4 2 1 3 5 4 5
"119537" 1 30 1 "Eurasia" 3 1 1 2 4 1 5
"21403" 0 66 2 "Eastasia" 3 1 2 1 3 3 4
"78326" 0 25 1 "Oceania" 4 1 1 3 4 5 5
"107424" 0 55 2 "Eastasia" 4 2 1 3 4 3 5
"12778" 1 18 3 "Eastasia" 4 3 3 3 4 3 5
"42655" 1 44 2 "Oceania" 3 2 3 2 4 3 5
"79647" 1 18 1 "Eastasia" 4 2 2 3 4 4 5
"171125" 0 18 4 "Eastasia" 4 3 3 3 5 3 5
"107547" 0 22 2 "Eastasia" 4 3 1 3 4 3 5
"18457" 1 34 5 "Eastasia" 4 2 3 3 5 5 5
"120004" 0 20 3 "Eurasia" 3 1 1 2 4 1 5
"92195" 1 31 5 "Oceania" 4 2 1 3 4 5 5
"12499" 0 25 3 "Eastasia" 4 2 2 3 3 5 5
"46668" 1 62 5 "Eastasia" 4 2 2 3 5 3 5
"137171" 0 40 1 "Eastasia" 4 2 2 3 5 4 5
"46465" 1 28 5 "Eastasia" 4 1 2 3 5 5 5
"119535" 0 20 1 "Eurasia" 3 1 1 2 4 1 5
"75183" 1 50 1 "Oceania" 4 1 1 3 3 3 5
"109387" 1 61 1 "Eurasia" 3 2 1 1 4 4 5
"17964" 1 53 2 "Eastasia" 4 3 5 2 3 5 5
"52667" 1 57 6 "Eastasia" 3 2 4 2 4 3 4
"96806" 0 40 7 "Eastasia" 4 3 4 3 4 5 5
"42168" 0 33 4 "Oceania" 4 3 2 3 4 4 5
"167202" 0 28 3 "Eastasia" 2 1 1 1 5 3 5
"167662" 1 28 4 "Eastasia" 4 1 1 3 3 3 5
"88740" 1 23 1 "Oceania" 4 2 1 3 5 4 5
"51416" 0 54 5 "Eastasia" 4 2 2 3 5 5 5
"21319" 1 79 2 "Eastasia" 4 2 2 2 2 2 5
"137286" 1 46 1 "Eastasia" 4 2 1 3 4 4 5
"98324" 0 22 3 "Eastasia" 4 2 1 3 5 5 5
"142062" 1 47 1 "Eastasia" 4 3 1 3 3 4 5
"73396" 0 28 1 "Eastasia" 3 2 4 2 3 4 4
"128698" 0 41 6 "Eastasia" 4 1 1 2 5 4 5
"69292" 0 20 4 "Eastasia" 4 3 3 2 4 4 5
"126062" 1 26 3 "Eastasia" 4 1 1 2 4 2 5
"133270" 0 50 6 "Eastasia" 4 2 1 3 4 4 5
"121943" 0 47 3 "Eastasia" 3 1 1 1 4 5 5
"142412" 0 32 2 "Eastasia" 4 2 2 3 3 5 5
"85885" 1 48 3 "Eastasia" 4 2 3 1 5 5 5
"122128" 0 28 3 "Eastasia" 4 3 3 3 5 4 5
"107242" 1 25 1 "Eastasia" 3 2 2 2 3 3 4
"70505" 1 56 1 "Eastasia" 4 2 2 3 4 3 5
"127747" 1 23 4 "Eastasia" 4 1 4 3 4 4 5
"163079" 1 51 2 "Eastasia" 4 1 1 3 5 3 5
"126257" 1 36 3 "Eastasia" 4 1 1 3 5 3 5
"66535" 1 55 1 "Eastasia" 4 2 4 3 5 5 5
"132159" 0 23 5 "Eastasia" 4 2 1 3 5 4 5
"66186" 1 68 1 "Eastasia" 4 3 3 2 5 4 5
"26315" 1 69 3 "Oceania" 3 2 2 2 4 3 4
"75277" 0 65 1 "Oceania" 4 3 2 3 4 3 5
"127943" 1 19 3 "Eastasia" 4 1 1 3 3 4 5
"92360" 1 46 6 "Oceania" 4 3 4 3 4 4 5
"133325" 1 26 5 "Eastasia" 4 3 3 3 5 3 5
"137421" 0 25 6 "Eastasia" 4 2 1 3 4 4 5
"47872" 1 54 6 "Eastasia" 3 2 2 2 3 5 5
"146552" 1 31 5 "Eastasia" 4 2 1 3 4 4 5
"166687" 1 52 3 "Eastasia" 4 2 1 3 5 4 5
"70370" 0 35 1 "Eastasia" 4 3 5 3 4 5 5
"162463" 1 37 3 "Eastasia" 4 2 1 3 4 4 5
"106230" 1 29 1 "Eastasia" 4 3 1 3 5 4 5
"132138" 1 55 5 "Eastasia" 4 1 1 3 5 3 5
"51730" 1 3 5 "Eastasia" 4 2 1 3 4 3 5
"88787" 1 50 1 "Oceania" 4 2 1 3 5 5 5
"66362" 0 58 1 "Eastasia" 3 1 1 2 5 4 5
"115888" 1 30 2 "Eurasia" 4 3 5 3 5 5 5
"46613" 0 57 6 "Eastasia" 4 2 2 3 5 4 5
"53798" 1 74 6 "Eastasia" 4 2 2 3 5 4 5
"51860" 1 59 6 "Eastasia" 4 2 2 3 5 5 5
"127913" 1 47 5 "Eastasia" 4 2 1 3 5 4 5
"78469" 0 19 3 "Oceania" 4 1 1 3 4 3 5
"123878" 0 47 5 "Eastasia" 4 2 2 3 5 2 5
"145217" 1 46 1 "Eastasia" 2 1 2 1 3 5 3
"54239" 1 18 5 "Eastasia" 4 1 1 3 4 4 5
"134094" 0 33 5 "Eastasia" 4 2 1 3 4 4 5
"46358" 0 47 4 "Eastasia" 3 1 1 2 5 5 5
"47672" 0 68 4 "Eastasia" 4 2 1 3 4 3 5
"134518" 1 56 6 "Eastasia" 4 2 2 3 5 5 5
"163787" 0 36 4 "Eastasia" 4 2 2 3 4 3 5
"100820" 1 20 1 "Eastasia" 4 2 1 3 4 3 5
"47905" 0 33 6 "Eastasia" 4 2 4 3 4 5 5
"132152" 0 40 6 "Eastasia" 4 2 2 3 4 3 5
"20393" 0 39 3 "Eastasia" 3 2 2 2 4 4 5
"123815" 0 27 4 "Eastasia" 4 1 4 3 3 4 5
"14120" 0 41 3 "Eastasia" 4 2 2 3 4 4 5
"81763" 0 28 4 "Eastasia" 4 3 1 3 4 4 5
"28638" 1 19 4 "Oceania" 4 3 3 3 4 4 5
"167130" 1 30 6 "Eastasia" 4 2 2 3 5 4 5
"59975" 1 46 1 "Oceania" 4 2 1 3 3 4 5
"66952" 0 18 5 "Eastasia" 3 1 1 1 4 4 4
"40561" 1 24 5 "Eastasia" 4 2 1 3 4 4 5
"141570" 1 42 6 "Eastasia" 3 1 1 2 5 4 5
"170813" 1 33 2 "Eastasia" 4 3 1 3 5 3 5
"46025" 0 22 4 "Eastasia" 3 2 2 2 3 3 4
"142772" 0 25 1 "Eastasia" 4 2 3 3 4 5 5
"110694" 0 46 NA "Eurasia" 4 2 2 3 5 3 5
"127803" 1 56 1 "Eastasia" 4 1 4 2 4 3 5
"22043" 1 59 4 "Oceania" 4 2 2 3 5 4 5
"102748" 1 47 2 "Eastasia" 4 1 2 3 5 3 5
"142599" 0 22 2 "Eastasia" 4 1 2 3 4 3 5
"74627" 1 42 1 "Oceania" 4 2 2 3 4 3 5
"125777" 1 52 1 "Eastasia" 3 1 1 2 5 3 5
"146404" 1 41 3 "Eastasia" 4 2 1 3 4 4 5
"40157" 1 34 5 "Eastasia" 4 1 1 3 4 4 5
"125547" 1 35 6 "Eastasia" 4 1 1 3 5 5 5
"151405" 1 20 4 "Eastasia" 4 2 3 3 5 4 5
"122968" 0 21 4 "Eastasia" 3 2 4 2 4 5 4
"165627" 0 25 3 "Eastasia" 4 2 2 3 3 4 5
"113070" 0 44 1 "Eastasia" 3 2 5 1 1 4 4
"47574" 0 41 6 "Eastasia" 4 2 2 3 5 4 5
"134964" 1 20 5 "Eastasia" 4 3 3 3 4 3 5
"171262" 1 71 3 "Eastasia" 4 2 1 3 4 3 5
"147376" 1 76 3 "Eastasia" 4 3 5 3 3 5 5
"119590" 0 20 4 "Eurasia" 3 1 1 2 4 1 5
"136464" 0 19 3 "Eastasia" 4 2 1 3 4 4 5
"45045" 1 26 7 "Eastasia" 2 1 3 1 3 3 3
"66189" 0 64 1 "Eastasia" 4 1 2 1 5 4 5
"52274" 1 28 6 "Eastasia" 4 2 1 3 4 3 5
"134132" 1 25 5 "Eastasia" 4 2 1 3 4 4 5
"102850" 1 57 1 "Eastasia" 4 1 2 3 5 3 5
"105757" 1 21 2 "Eastasia" 4 2 3 2 4 3 5
"116826" 1 25 4 "Eurasia" 4 3 4 3 4 4 5
"50389" 1 49 6 "Eastasia" 4 1 2 3 4 4 5
"128524" 0 45 5 "Eastasia" 4 2 3 3 4 4 5
"132031" 1 32 5 "Eastasia" 4 2 2 3 5 3 5
"118474" 0 25 2 "Eurasia" 3 2 4 2 3 5 4
"166164" 1 78 1 "Eastasia" 4 1 2 3 4 5 5
"140394" 1 28 2 "Eastasia" 4 2 2 3 4 3 5
"48407" 0 33 5 "Eastasia" 4 2 1 3 5 4 5
"43226" 0 42 4 "Oceania" 4 2 2 3 4 4 5
"40006" 0 22 5 "Eastasia" 4 3 2 3 5 5 5
"14935" 1 22 3 "Eastasia" 4 3 3 2 2 4 5
"49947" 1 79 5 "Eastasia" 4 3 3 3 3 4 5
"158501" 0 64 3 "Eastasia" 4 3 4 2 5 4 5
"125861" 1 21 7 "Eastasia" 4 1 1 3 4 4 5
"160862" 1 28 2 "Eastasia" 4 3 4 3 5 4 5
"50857" 1 38 5 "Eastasia" 4 1 2 2 4 4 5
"110440" 0 27 4 "Eurasia" 4 2 1 3 4 4 5
"120912" 1 43 3 "Eastasia" 4 1 1 3 5 3 5
"122364" 0 44 4 "Eastasia" 4 2 2 2 5 3 5
"125823" 1 69 1 "Eastasia" 4 2 2 3 3 3 5
"14899" 1 46 4 "Eastasia" 4 2 2 3 4 5 5
"52811" 1 31 6 "Eastasia" 3 1 1 2 5 4 5
"62613" 0 22 6 "Eastasia" 4 1 3 3 1 3 5
"123236" 1 32 6 "Eastasia" 3 2 2 2 4 4 5
"1771" 0 46 2 "Oceania" 4 2 2 3 5 4 5
"169603" 1 21 4 "Eastasia" 3 2 1 2 4 4 5
"82307" 1 24 2 "Eastasia" 4 2 1 3 4 5 5
"121401" 0 22 3 "Eastasia" 4 1 5 3 3 4 5
"132575" 0 38 6 "Eastasia" 4 1 2 3 5 4 5
"65702" 0 34 6 "Eastasia" 4 1 2 3 4 3 5
"50260" 1 25 6 "Eastasia" 3 1 1 2 5 4 5
"51129" 1 18 5 "Eastasia" 4 2 3 3 4 2 5
"113333" 1 19 3 "Eastasia" 4 3 2 3 5 5 5
"117246" 0 28 6 "Eurasia" 4 2 2 1 4 4 5
"169236" 0 28 4 "Eastasia" 4 2 2 3 3 4 5
"43977" 0 19 5 "Oceania" 4 2 1 3 3 4 5
"121929" 0 68 2 "Eastasia" 4 2 2 3 3 5 5
"84210" 1 70 1 "Eastasia" 4 2 1 3 4 4 5
"63697" 1 27 3 "Eastasia" 4 3 2 3 5 5 5
"76253" 0 73 3 "Oceania" 4 2 2 3 4 4 5
"134467" 1 30 6 "Eastasia" 4 2 2 3 5 4 5
"101895" 1 21 3 "Eastasia" 4 2 2 2 5 3 5
"143378" 0 55 1 "Eastasia" 4 3 2 3 4 5 5
"70366" 0 19 4 "Eastasia" 4 2 2 3 4 3 5
"102130" 1 24 3 "Eastasia" 4 2 1 3 5 4 5
"98847" 1 22 1 "Eastasia" 4 2 1 3 4 4 5
"110185" 1 43 2 "Eurasia" 4 2 1 3 4 4 5
"122037" 1 53 3 "Eastasia" 4 2 1 3 4 3 5
"118861" 0 28 3 "Eurasia" 4 2 1 3 4 4 5
"48718" 1 38 5 "Eastasia" 4 3 2 3 4 5 5
"13821" 1 46 3 "Eastasia" 4 1 2 3 4 3 5
"143589" 1 33 3 "Eastasia" 4 1 1 3 2 3 5
"82600" 1 30 1 "Eastasia" 4 2 1 3 4 3 5
"112323" 0 23 2 "Eastasia" 4 2 2 3 4 4 5
"51275" 0 64 6 "Eastasia" 4 2 3 3 4 4 5
"100427" 0 20 2 "Eastasia" 3 2 3 2 3 3 4
"132933" 1 37 5 "Eastasia" 4 1 1 3 3 3 5
"151216" 0 56 4 "Eastasia" 4 3 4 3 4 4 5
"46596" 1 25 6 "Eastasia" 4 2 2 3 5 3 5
"146857" 0 31 2 "Eastasia" 4 3 2 3 5 3 5
"52986" 1 34 6 "Eastasia" 4 1 1 3 4 4 5
"110568" 1 22 3 "Eurasia" 4 2 1 3 4 3 5
"167273" 0 26 4 "Eastasia" 3 1 1 2 3 3 4
"48111" 1 52 4 "Eastasia" 4 2 2 3 4 4 5
"106131" 1 NA 1 "Eastasia" 4 2 2 2 5 5 5
"131640" 0 38 5 "Eastasia" 4 2 2 3 3 3 5
"105578" 1 23 2 "Eastasia" 4 3 1 3 4 4 5
"164144" 1 42 3 "Eastasia" 4 2 1 3 4 4 5
"73816" 1 20 3 "Oceania" 4 1 1 2 5 5 5
"138523" 1 40 1 "Eastasia" 4 2 1 3 4 4 5
"142431" 0 28 1 "Eastasia" 4 3 3 3 5 3 5
"137504" 0 53 6 "Eastasia" 4 2 1 3 4 4 5
"165996" 0 29 3 "Eastasia" 4 3 3 3 3 4 5
"101935" 1 29 3 "Eastasia" 4 1 1 3 5 4 5
"171811" 1 40 3 "Eastasia" 3 2 1 2 4 4 5
"70818" 1 29 3 "Eastasia" 4 1 1 3 4 5 5
"109912" 0 23 4 "Eurasia" 4 3 5 3 5 5 5
"65792" 1 30 1 "Eastasia" 3 2 3 2 3 5 4
"167138" 1 26 4 "Eastasia" 4 3 3 3 5 5 5
"100262" 1 21 4 "Eastasia" 4 2 1 3 5 3 5
"142934" 1 45 3 "Eastasia" 4 2 2 3 4 3 5
"137583" 0 40 1 "Eastasia" 3 2 2 2 5 4 5
"99977" 1 28 3 "Eastasia" 4 1 1 3 4 3 5
"106125" 1 20 1 "Eastasia" 4 2 2 3 4 4 5
"121928" 0 22 3 "Eastasia" 3 1 1 1 4 4 5
"152416" 1 43 3 "Eastasia" 4 3 2 3 4 4 5
"106061" 1 25 2 "Eastasia" 4 1 1 3 4 4 5
"101838" 0 40 3 "Eastasia" 4 2 1 3 5 3 5
"29275" 0 26 4 "Oceania" 4 2 2 3 5 5 5
"44963" 1 74 4 "Eastasia" 3 2 2 2 4 5 4
"162162" 1 38 2 "Eastasia" 4 2 4 3 4 4 5
"67188" 0 30 4 "Eastasia" 4 3 3 3 5 4 5
"54238" 1 35 5 "Eastasia" 4 1 1 3 4 3 5
"164611" 1 40 4 "Eastasia" 4 3 3 3 4 5 5
"13300" 0 50 3 "Eastasia" 4 1 4 2 4 3 5
"168302" 0 50 7 "Eastasia" 4 1 1 3 4 3 5
"168745" 1 40 4 "Eastasia" 4 3 4 3 4 4 5
"71229" 1 35 1 "Eastasia" 4 1 2 3 5 5 5
"21302" 1 33 3 "Eastasia" 4 1 1 3 3 3 5
"88267" 0 58 1 "Oceania" 4 2 2 3 5 5 5
"3921" 0 22 3 "Oceania" 2 1 2 1 3 4 3
"46665" 1 88 3 "Eastasia" 3 2 1 2 3 3 4
"129763" 0 26 6 "Eastasia" 4 2 1 3 4 4 5
"160847" 1 45 1 "Eastasia" 4 1 1 3 5 4 5
"165639" 1 18 3 "Eastasia" 4 2 2 3 4 3 5
"67619" 0 33 1 "Eastasia" 4 2 2 3 4 5 5
"134940" 1 30 5 "Eastasia" 4 2 3 3 5 4 5
"24852" 1 66 3 "Oceania" 3 2 3 2 3 3 4
"124245" 1 22 5 "Eastasia" 4 2 2 3 5 4 5
"171774" 0 50 5 "Eastasia" 3 1 3 1 4 3 4
"107442" 0 22 3 "Eastasia" 4 2 2 3 4 4 5
"107683" 0 81 1 "Eastasia" 4 2 1 3 3 3 5
"107576" 1 28 4 "Eastasia" 4 2 1 3 3 3 5
"70230" 0 22 2 "Eastasia" 4 3 4 1 1 5 5
"133556" 1 50 6 "Eastasia" 4 3 1 3 3 3 5
"54454" 1 58 6 "Eastasia" 4 2 1 3 5 4 5
"101358" 1 37 3 "Eastasia" 4 2 2 3 4 4 5
"141525" 1 22 5 "Eastasia" 2 1 1 1 5 4 5
"4119" 0 23 3 "Oceania" 4 1 1 3 5 4 5
"37992" 1 56 5 "Eastasia" 3 2 3 2 4 4 5
"84084" 1 23 1 "Eastasia" 4 3 2 2 4 5 5
"13054" 0 38 3 "Eastasia" 4 1 5 1 5 5 5
"165505" 1 52 3 "Eastasia" 4 2 2 3 4 4 5
"168996" 1 27 4 "Eastasia" 4 2 2 3 3 3 5
"39165" 1 22 5 "Eastasia" 4 1 1 3 4 4 5
"56286" 1 88 1 "Oceania" 4 2 1 2 4 4 5
"166367" 0 42 3 "Eastasia" 4 2 2 3 3 3 5
"140769" 1 97 7 "Eastasia" 4 3 3 3 3 3 5
"141346" 1 40 1 "Eastasia" 3 2 5 2 3 5 5
"68676" 0 44 1 "Eastasia" 3 2 4 1 3 4 4
"88708" 1 18 4 "Oceania" 4 2 1 3 4 4 5
"118946" 1 50 2 "Eurasia" 4 2 1 3 4 4 5
"119730" 0 19 2 "Eurasia" 4 1 2 3 3 5 5
"123576" 0 24 3 "Eastasia" 4 2 2 3 1 5 5
"167329" 0 37 6 "Eastasia" 4 1 1 3 3 3 5
"89788" 0 23 2 "Oceania" 4 2 3 3 4 4 5
"92206" 0 24 2 "Oceania" 4 2 1 3 5 4 5
"101882" 0 26 3 "Eastasia" 4 2 2 3 5 3 5
"159346" 1 26 1 "Eastasia" 4 2 2 3 4 5 5
"30433" 1 53 3 "Oceania" 3 1 1 1 3 3 5
"134552" 0 24 6 "Eastasia" 3 2 3 1 5 5 5
"107677" 1 2 1 "Eastasia" 3 2 1 2 3 3 5
"114399" 0 40 2 "Eastasia" 4 1 1 3 5 3 5
"123691" 0 47 4 "Eastasia" 4 2 1 3 3 3 5
"74009" 0 20 3 "Oceania" 4 2 2 3 5 5 5
"132454" 0 30 5 "Eastasia" 4 2 3 3 5 4 5
"62565" 0 45 4 "Eastasia" 3 1 1 2 3 3 4
"101474" 0 40 3 "Eastasia" 3 2 2 2 4 3 4
"38268" 1 26 6 "Eastasia" 2 1 1 1 1 4 4
"100846" 0 19 3 "Eastasia" 4 2 1 3 4 3 5
"102938" 1 60 1 "Eastasia" 4 1 2 3 5 3 5
"120646" 0 20 4 "Eastasia" 4 3 3 1 4 5 5
"114174" 1 25 3 "Eastasia" 2 1 3 1 4 3 4
"141894" 1 34 3 "Eastasia" 4 3 2 3 3 5 5
"134112" 1 33 5 "Eastasia" 4 2 1 3 4 4 5
"131810" 0 37 5 "Eastasia" 4 2 1 3 5 4 5
"167378" 1 68 2 "Eastasia" 2 1 3 1 2 4 5
"160128" 0 32 4 "Eastasia" 4 3 3 3 5 5 5
"122308" 1 20 4 "Eastasia" 4 3 4 3 5 4 5
"127470" 1 27 1 "Eastasia" 4 3 4 3 4 4 5
"1923" 0 61 2 "Oceania" 2 1 1 1 3 3 3
"124280" 1 19 3 "Eastasia" 4 1 2 3 5 5 5
"77564" 1 20 2 "Oceania" 4 2 3 3 4 4 5
"14556" 1 50 2 "Eastasia" 4 2 2 3 4 4 5
"106997" 1 22 2 "Eastasia" 4 3 4 3 3 5 5
"144573" 1 33 1 "Eastasia" 4 2 1 3 4 3 5
"43970" 0 65 4 "Oceania" 3 1 1 2 5 4 5
"114156" 0 18 3 "Eastasia" 4 2 1 2 4 4 5
"101121" 1 22 3 "Eastasia" 4 2 2 3 4 4 5
"58339" 1 53 1 "Oceania" 4 3 1 2 4 5 5
"124486" 0 45 2 "Eastasia" 4 2 2 3 5 4 5
"152795" 0 59 3 "Eastasia" 4 2 2 3 4 4 5
"160317" 1 70 1 "Eastasia" 4 2 4 3 5 4 5
"106124" 1 24 2 "Eastasia" 2 1 2 1 3 4 5
"78421" 1 48 1 "Oceania" 4 2 1 3 3 4 5
"39640" 1 48 3 "Eastasia" 3 2 1 2 4 3 4
"105822" 1 31 2 "Eastasia" 4 2 3 2 4 3 5
"76249" 0 42 4 "Oceania" 4 2 1 3 4 3 5
"47740" 1 56 4 "Eastasia" 4 2 1 3 5 4 5
"155632" 0 18 3 "Eastasia" 4 2 2 3 5 4 5
"6832" 1 66 2 "Eastasia" 5 3 2 4 4 4 5
"146545" 0 42 2 "Eastasia" 4 3 4 3 3 4 4
"125299" 0 40 1 "Eastasia" 4 2 3 3 4 3 4
"13728" 1 57 7 "Eastasia" 5 1 2 4 4 4 5
"47888" 0 53 4 "Eastasia" 5 2 1 4 3 4 5
"170121" 0 20 4 "Eastasia" 5 4 4 3 5 5 5
"70026" 1 45 1 "Eastasia" 5 4 5 3 4 5 5
"169658" 0 23 4 "Eastasia" 4 3 2 3 3 4 4
"101104" 1 19 3 "Eastasia" 5 1 1 3 3 4 5
"92650" 1 30 2 "Oceania" 5 2 2 4 5 5 5
"129645" 0 52 1 "Eastasia" 5 1 1 4 4 3 5
"60617" NA 1 NA "Oceania" 4 3 4 3 4 4 4
"162031" 1 36 3 "Eastasia" 3 2 3 1 1 1 3
"126179" 0 53 3 "Eastasia" 5 1 1 4 4 4 5
"153983" 1 45 1 "Eastasia" 5 4 1 3 5 4 5
"148094" 0 23 3 "Eastasia" 5 3 3 4 5 5 5
"101291" 1 21 2 "Eastasia" 5 3 3 4 5 5 5
"43541" 0 48 4 "Oceania" 5 1 1 4 5 4 5
"116223" 0 84 2 "Eurasia" 5 2 2 4 4 5 5
"131708" 0 55 5 "Eastasia" 5 3 2 3 4 4 5
"23714" 1 72 3 "Oceania" 5 4 2 4 5 3 5
"121140" 0 48 5 "Eastasia" 5 3 2 4 5 5 5
"146482" 0 30 4 "Eastasia" 5 4 2 4 5 2 5
"65256" 1 57 1 "Eastasia" 5 2 1 4 2 3 5
"169098" 1 45 3 "Eastasia" 4 2 2 3 4 3 4
"131580" 1 53 5 "Eastasia" 5 3 1 4 4 3 5
"47785" 1 42 4 "Eastasia" 5 2 3 4 4 4 5
"83601" 0 51 1 "Eastasia" 4 3 4 3 4 4 4
"119638" 0 57 1 "Eurasia" 5 2 1 3 4 4 5
"147892" 1 50 3 "Eastasia" 5 4 3 4 5 4 5
"120654" 0 44 4 "Eastasia" 5 3 3 4 5 3 5
"132557" 1 45 5 "Eastasia" 5 2 1 3 5 3 5
"151833" 1 33 3 "Eastasia" 4 3 3 2 3 4 4
"81222" 0 55 1 "Eastasia" 3 2 1 2 3 2 3
"123115" 1 40 3 "Eastasia" 5 4 4 4 5 5 5
"15234" 0 32 6 "Eastasia" 5 3 4 4 4 4 5
"70169" 1 26 1 "Eastasia" 5 3 5 3 5 5 5
"117250" 0 63 1 "Eurasia" 4 2 1 3 5 5 4
"171842" 1 27 6 "Eastasia" 5 1 1 1 5 5 5
"100781" 1 19 3 "Eastasia" 5 2 1 4 5 4 5
"128121" 1 35 1 "Eastasia" 5 1 2 3 4 4 5
"162290" 0 27 3 "Eastasia" 5 3 4 4 5 5 5
"113674" 0 24 2 "Eastasia" 4 3 4 3 3 4 4
"145407" 0 35 2 "Eastasia" 4 2 3 3 2 3 4
"166911" 0 34 4 "Eastasia" 3 2 3 2 2 3 3
"28644" 1 47 3 "Oceania" 4 3 4 3 4 4 4
"160405" 1 32 1 "Eastasia" 5 3 2 4 4 5 5
"101732" 0 19 3 "Eastasia" 5 2 1 4 5 4 5
"152426" 0 72 4 "Eastasia" 5 3 2 3 4 4 5
